elec_date,county,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes,race_county_owner,unused
11/5/2024,ADAIR,ADAIR COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,17,17,1,CHASE OLIVER | MIKE TER MAAT,LIB,0,4,16,20,,
11/5/2024,GREER,GREER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,6,6,3,KAMALA D. HARRIS | TIM WALZ,DEM,17,86,201,304,,
11/5/2024,GREER,GREER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,6,6,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,0,2,14,16,,
11/5/2024,GREER,GREER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,6,6,5,CHRIS GARRITY | CODY BALLARD,IND,0,1,2,3,,
11/5/2024,HARMON,HARMON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,6,6,1,CHASE OLIVER | MIKE TER MAAT,LIB,0,0,4,4,,
11/5/2024,HARMON,HARMON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,6,6,2,DONALD J. TRUMP | JD VANCE,REP,15,247,447,709,,
11/5/2024,HARMON,HARMON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,6,6,3,KAMALA D. HARRIS | TIM WALZ,DEM,5,58,102,165,,
11/5/2024,HARMON,HARMON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,6,6,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,0,0,3,3,,
11/5/2024,HARMON,HARMON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,6,6,5,CHRIS GARRITY | CODY BALLARD,IND,0,1,0,1,,
11/5/2024,HARPER,HARPER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,6,6,1,CHASE OLIVER | MIKE TER MAAT,LIB,1,0,6,7,,
11/5/2024,HARPER,HARPER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,6,6,2,DONALD J. TRUMP | JD VANCE,REP,59,243,982,1284,,
11/5/2024,HARPER,HARPER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,6,6,3,KAMALA D. HARRIS | TIM WALZ,DEM,20,17,110,147,,
11/5/2024,HARPER,HARPER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,6,6,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,1,2,8,11,,
11/5/2024,HARPER,HARPER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,6,6,5,CHRIS GARRITY | CODY BALLARD,IND,0,0,2,2,,
11/5/2024,HASKELL,HASKELL COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,10,10,1,CHASE OLIVER | MIKE TER MAAT,LIB,3,9,12,24,,
11/5/2024,HASKELL,HASKELL COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,10,10,2,DONALD J. TRUMP | JD VANCE,REP,70,1215,2871,4156,,
11/5/2024,HASKELL,HASKELL COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,10,10,3,KAMALA D. HARRIS | TIM WALZ,DEM,38,210,470,718,,
11/5/2024,HASKELL,HASKELL COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,10,10,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,0,5,22,27,,
11/5/2024,HASKELL,HASKELL COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,10,10,5,CHRIS GARRITY | CODY BALLARD,IND,1,2,8,11,,
11/5/2024,HUGHES,HUGHES COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,15,15,1,CHASE OLIVER | MIKE TER MAAT,LIB,1,3,10,14,,
11/5/2024,HUGHES,HUGHES COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,15,15,2,DONALD J. TRUMP | JD VANCE,REP,95,648,3001,3744,,
11/5/2024,HUGHES,HUGHES COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,15,15,3,KAMALA D. HARRIS | TIM WALZ,DEM,34,158,639,831,,
11/5/2024,HUGHES,HUGHES COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,15,15,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,0,5,49,54,,
11/5/2024,HUGHES,HUGHES COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,15,15,5,CHRIS GARRITY | CODY BALLARD,IND,1,3,12,16,,
11/5/2024,JACKSON,JACKSON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,15,15,1,CHASE OLIVER | MIKE TER MAAT,LIB,2,6,42,50,,
11/5/2024,JACKSON,JACKSON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,15,15,2,DONALD J. TRUMP | JD VANCE,REP,177,1820,4298,6295,,
11/5/2024,JACKSON,JACKSON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,15,15,3,KAMALA D. HARRIS | TIM WALZ,DEM,120,447,1035,1602,,
11/5/2024,JACKSON,JACKSON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,15,15,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,3,11,69,83,,
11/5/2024,JACKSON,JACKSON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,15,15,5,CHRIS GARRITY | CODY BALLARD,IND,2,1,20,23,,
11/5/2024,JEFFERSON,JEFFERSON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,9,9,1,CHASE OLIVER | MIKE TER MAAT,LIB,0,1,9,10,,
11/5/2024,JEFFERSON,JEFFERSON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,9,9,2,DONALD J. TRUMP | JD VANCE,REP,28,503,1489,2020,,
11/5/2024,JEFFERSON,JEFFERSON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,9,9,3,KAMALA D. HARRIS | TIM WALZ,DEM,15,65,239,319,,
11/5/2024,JEFFERSON,JEFFERSON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,9,9,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,0,2,18,20,,
11/5/2024,JEFFERSON,JEFFERSON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,9,9,5,CHRIS GARRITY | CODY BALLARD,IND,0,0,6,6,,
11/5/2024,JOHNSTON,JOHNSTON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,14,14,1,CHASE OLIVER | MIKE TER MAAT,LIB,0,3,19,22,,
11/5/2024,JOHNSTON,JOHNSTON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,14,14,2,DONALD J. TRUMP | JD VANCE,REP,45,910,2507,3462,,
11/5/2024,JOHNSTON,JOHNSTON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,14,14,3,KAMALA D. HARRIS | TIM WALZ,DEM,22,213,449,684,,
11/5/2024,JOHNSTON,JOHNSTON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,14,14,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,0,7,44,51,,
11/5/2024,JOHNSTON,JOHNSTON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,14,14,5,CHRIS GARRITY | CODY BALLARD,IND,0,0,11,11,,
11/5/2024,KAY,KAY COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,30,30,1,CHASE OLIVER | MIKE TER MAAT,LIB,5,2,69,76,,
11/5/2024,KAY,KAY COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,30,30,2,DONALD J. TRUMP | JD VANCE,REP,343,2439,9701,12483,,
11/5/2024,KAY,KAY COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,30,30,3,KAMALA D. HARRIS | TIM WALZ,DEM,261,774,3101,4136,,
11/5/2024,KAY,KAY COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,30,30,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,3,11,157,171,,
11/5/2024,KAY,KAY COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,30,30,5,CHRIS GARRITY | CODY BALLARD,IND,1,7,39,47,,
11/5/2024,KINGFISHER,KINGFISHER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,1,CHASE OLIVER | MIKE TER MAAT,LIB,0,7,21,28,,
11/5/2024,KINGFISHER,KINGFISHER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,2,DONALD J. TRUMP | JD VANCE,REP,135,1652,3958,5745,,
11/5/2024,KINGFISHER,KINGFISHER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,3,KAMALA D. HARRIS | TIM WALZ,DEM,53,270,600,923,,
11/5/2024,KINGFISHER,KINGFISHER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,1,10,35,46,,
11/5/2024,KINGFISHER,KINGFISHER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,5,CHRIS GARRITY | CODY BALLARD,IND,1,3,8,12,,
11/5/2024,KIOWA,KIOWA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,1,CHASE OLIVER | MIKE TER MAAT,LIB,0,0,9,9,,
11/5/2024,KIOWA,KIOWA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,2,DONALD J. TRUMP | JD VANCE,REP,95,599,1875,2569,,
11/5/2024,KIOWA,KIOWA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,3,KAMALA D. HARRIS | TIM WALZ,DEM,43,172,443,658,,
11/5/2024,KIOWA,KIOWA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,1,3,27,31,,
11/5/2024,KIOWA,KIOWA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,5,CHRIS GARRITY | CODY BALLARD,IND,0,3,8,11,,
11/5/2024,LATIMER,LATIMER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,13,13,1,CHASE OLIVER | MIKE TER MAAT,LIB,0,4,3,7,,
11/5/2024,LATIMER,LATIMER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,13,13,2,DONALD J. TRUMP | JD VANCE,REP,77,775,2504,3356,,
11/5/2024,LATIMER,LATIMER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,13,13,3,KAMALA D. HARRIS | TIM WALZ,DEM,39,175,467,681,,
11/5/2024,LATIMER,LATIMER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,13,13,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,4,4,19,27,,
11/5/2024,LATIMER,LATIMER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,13,13,5,CHRIS GARRITY | CODY BALLARD,IND,0,0,8,8,,
11/5/2024,LEFLORE,LEFLORE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,37,37,1,CHASE OLIVER | MIKE TER MAAT,LIB,5,9,54,68,,
11/5/2024,LEFLORE,LEFLORE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,37,37,2,DONALD J. TRUMP | JD VANCE,REP,293,3328,11712,15333,,
11/5/2024,LEFLORE,LEFLORE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,37,37,3,KAMALA D. HARRIS | TIM WALZ,DEM,167,783,2234,3184,,
11/5/2024,LEFLORE,LEFLORE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,37,37,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,3,11,105,119,,
11/5/2024,LEFLORE,LEFLORE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,37,37,5,CHRIS GARRITY | CODY BALLARD,IND,0,3,47,50,,
11/5/2024,LINCOLN,LINCOLN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,19,19,1,CHASE OLIVER | MIKE TER MAAT,LIB,2,10,62,74,,
11/5/2024,LINCOLN,LINCOLN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,19,19,2,DONALD J. TRUMP | JD VANCE,REP,328,2476,9691,12495,,
11/5/2024,LINCOLN,LINCOLN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,19,19,3,KAMALA D. HARRIS | TIM WALZ,DEM,175,561,1976,2712,,
11/5/2024,LINCOLN,LINCOLN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,19,19,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,6,21,116,143,,
11/5/2024,LINCOLN,LINCOLN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,19,19,5,CHRIS GARRITY | CODY BALLARD,IND,0,6,35,41,,
11/5/2024,LOGAN,LOGAN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,30,30,1,CHASE OLIVER | MIKE TER MAAT,LIB,12,18,116,146,,
11/5/2024,LOGAN,LOGAN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,30,30,2,DONALD J. TRUMP | JD VANCE,REP,952,4484,12312,17748,,
11/5/2024,LOGAN,LOGAN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,30,30,3,KAMALA D. HARRIS | TIM WALZ,DEM,709,1414,3778,5901,,
11/5/2024,LOGAN,LOGAN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,30,30,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,17,37,224,278,,
11/5/2024,LOGAN,LOGAN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,30,30,5,CHRIS GARRITY | CODY BALLARD,IND,7,6,63,76,,
11/5/2024,LOVE,LOVE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,10,10,1,CHASE OLIVER | MIKE TER MAAT,LIB,0,1,12,13,,
11/5/2024,LOVE,LOVE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,10,10,2,DONALD J. TRUMP | JD VANCE,REP,50,1034,2426,3510,,
11/5/2024,LOVE,LOVE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,10,10,3,KAMALA D. HARRIS | TIM WALZ,DEM,18,228,443,689,,
11/5/2024,LOVE,LOVE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,10,10,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,1,4,29,34,,
11/5/2024,LOVE,LOVE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,10,10,5,CHRIS GARRITY | CODY BALLARD,IND,1,2,11,14,,
11/5/2024,MCCLAIN,MCCLAIN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,26,26,1,CHASE OLIVER | MIKE TER MAAT,LIB,9,8,72,89,,
11/5/2024,MCCLAIN,MCCLAIN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,26,26,2,DONALD J. TRUMP | JD VANCE,REP,711,2486,13808,17005,,
11/5/2024,MCCLAIN,MCCLAIN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,26,26,3,KAMALA D. HARRIS | TIM WALZ,DEM,401,643,2987,4031,,
11/5/2024,MCCLAIN,MCCLAIN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,26,26,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,10,12,198,220,,
11/5/2024,MCCLAIN,MCCLAIN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,26,26,5,CHRIS GARRITY | CODY BALLARD,IND,4,2,46,52,,
11/5/2024,MCCURTAIN,MCCURTAIN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,30,30,1,CHASE OLIVER | MIKE TER MAAT,LIB,1,1,31,33,,
11/5/2024,MCCURTAIN,MCCURTAIN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,30,30,2,DONALD J. TRUMP | JD VANCE,REP,175,1761,7549,9485,,
11/5/2024,MCCURTAIN,MCCURTAIN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,30,30,3,KAMALA D. HARRIS | TIM WALZ,DEM,79,367,1250,1696,,
11/5/2024,MCCURTAIN,MCCURTAIN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,30,30,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,0,11,66,77,,
11/5/2024,MCCURTAIN,MCCURTAIN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,30,30,5,CHRIS GARRITY | CODY BALLARD,IND,1,1,16,18,,
11/5/2024,MCINTOSH,MCINTOSH COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,15,15,1,CHASE OLIVER | MIKE TER MAAT,LIB,1,4,23,28,,
11/5/2024,MCINTOSH,MCINTOSH COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,15,15,2,DONALD J. TRUMP | JD VANCE,REP,167,1121,5099,6387,,
11/5/2024,MCINTOSH,MCINTOSH COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,15,15,3,KAMALA D. HARRIS | TIM WALZ,DEM,111,342,1484,1937,,
11/5/2024,MCINTOSH,MCINTOSH COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,15,15,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,1,4,58,63,,
11/5/2024,MCINTOSH,MCINTOSH COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,15,15,5,CHRIS GARRITY | CODY BALLARD,IND,0,7,17,24,,
11/5/2024,MAJOR,MAJOR COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,8,8,1,CHASE OLIVER | MIKE TER MAAT,LIB,0,4,11,15,,
11/5/2024,MAJOR,MAJOR COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,8,8,2,DONALD J. TRUMP | JD VANCE,REP,126,777,2184,3087,,
11/5/2024,MAJOR,MAJOR COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,8,8,3,KAMALA D. HARRIS | TIM WALZ,DEM,26,97,204,327,,
11/5/2024,MAJOR,MAJOR COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,8,8,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,3,6,27,36,,
11/5/2024,MAJOR,MAJOR COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,8,8,5,CHRIS GARRITY | CODY BALLARD,IND,1,4,8,13,,
11/5/2024,MARSHALL,MARSHALL COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,9,9,1,CHASE OLIVER | MIKE TER MAAT,LIB,0,9,14,23,,
11/5/2024,MARSHALL,MARSHALL COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,9,9,2,DONALD J. TRUMP | JD VANCE,REP,141,1802,3405,5348,,
11/5/2024,MARSHALL,MARSHALL COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,9,9,3,KAMALA D. HARRIS | TIM WALZ,DEM,79,417,673,1169,,
11/5/2024,MARSHALL,MARSHALL COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,9,9,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,0,3,32,35,,
11/5/2024,MARSHALL,MARSHALL COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,9,9,5,CHRIS GARRITY | CODY BALLARD,IND,0,4,10,14,,
11/5/2024,MAYES,MAYES COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,25,25,1,CHASE OLIVER | MIKE TER MAAT,LIB,2,12,61,75,,
11/5/2024,MAYES,MAYES COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,25,25,2,DONALD J. TRUMP | JD VANCE,REP,310,2556,10648,13514,,
11/5/2024,MAYES,MAYES COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,25,25,3,KAMALA D. HARRIS | TIM WALZ,DEM,211,744,2574,3529,,
11/5/2024,MAYES,MAYES COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,25,25,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,7,15,169,191,,
11/5/2024,MAYES,MAYES COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,25,25,5,CHRIS GARRITY | CODY BALLARD,IND,3,3,59,65,,
11/5/2024,MURRAY,MURRAY COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,10,10,1,CHASE OLIVER | MIKE TER MAAT,LIB,3,6,26,35,,
11/5/2024,MURRAY,MURRAY COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,10,10,2,DONALD J. TRUMP | JD VANCE,REP,127,1731,2831,4689,,
11/5/2024,MURRAY,MURRAY COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,10,10,3,KAMALA D. HARRIS | TIM WALZ,DEM,67,383,630,1080,,
11/5/2024,MURRAY,MURRAY COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,10,10,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,2,14,49,65,,
11/5/2024,MURRAY,MURRAY COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,10,10,5,CHRIS GARRITY | CODY BALLARD,IND,0,6,10,16,,
11/5/2024,MUSKOGEE,MUSKOGEE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,39,39,1,CHASE OLIVER | MIKE TER MAAT,LIB,5,15,85,105,,
11/5/2024,MUSKOGEE,MUSKOGEE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,39,39,2,DONALD J. TRUMP | JD VANCE,REP,379,2394,13777,16550,,
11/5/2024,MUSKOGEE,MUSKOGEE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,39,39,3,KAMALA D. HARRIS | TIM WALZ,DEM,409,1488,5503,7400,,
11/5/2024,MUSKOGEE,MUSKOGEE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,39,39,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,3,30,207,240,,
11/5/2024,MUSKOGEE,MUSKOGEE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,39,39,5,CHRIS GARRITY | CODY BALLARD,IND,0,7,55,62,,
11/5/2024,NOBLE,NOBLE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,11,11,1,CHASE OLIVER | MIKE TER MAAT,LIB,3,9,16,28,,
11/5/2024,NOBLE,NOBLE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,11,11,2,DONALD J. TRUMP | JD VANCE,REP,93,1055,2705,3853,,
11/5/2024,NOBLE,NOBLE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,11,11,3,KAMALA D. HARRIS | TIM WALZ,DEM,42,303,664,1009,,
11/5/2024,NOBLE,NOBLE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,11,11,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,3,10,38,51,,
11/5/2024,NOBLE,NOBLE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,11,11,5,CHRIS GARRITY | CODY BALLARD,IND,2,1,13,16,,
11/5/2024,NOWATA,NOWATA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,1,CHASE OLIVER | MIKE TER MAAT,LIB,2,3,15,20,,
11/5/2024,NOWATA,NOWATA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,2,DONALD J. TRUMP | JD VANCE,REP,66,892,2816,3774,,
11/5/2024,NOWATA,NOWATA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,3,KAMALA D. HARRIS | TIM WALZ,DEM,32,195,493,720,,
11/5/2024,NOWATA,NOWATA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,2,4,35,41,,
11/5/2024,NOWATA,NOWATA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,5,CHRIS GARRITY | CODY BALLARD,IND,0,3,3,6,,
11/5/2024,OKFUSKEE,OKFUSKEE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,13,13,1,CHASE OLIVER | MIKE TER MAAT,LIB,1,1,13,15,,
11/5/2024,OKFUSKEE,OKFUSKEE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,13,13,2,DONALD J. TRUMP | JD VANCE,REP,57,634,2389,3080,,
11/5/2024,OKFUSKEE,OKFUSKEE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,13,13,3,KAMALA D. HARRIS | TIM WALZ,DEM,41,170,643,854,,
11/5/2024,OKFUSKEE,OKFUSKEE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,13,13,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,0,2,23,25,,
11/5/2024,OKFUSKEE,OKFUSKEE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,13,13,5,CHRIS GARRITY | CODY BALLARD,IND,2,0,12,14,,
11/5/2024,OKLAHOMA,OKLAHOMA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,290,290,1,CHASE OLIVER | MIKE TER MAAT,LIB,237,117,1815,2169,,
11/5/2024,OKLAHOMA,OKLAHOMA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,290,290,2,DONALD J. TRUMP | JD VANCE,REP,14778,14804,114036,143618,,
11/5/2024,OKLAHOMA,OKLAHOMA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,290,290,3,KAMALA D. HARRIS | TIM WALZ,DEM,19193,15892,103684,138769,,
11/5/2024,OKLAHOMA,OKLAHOMA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,290,290,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,254,133,2834,3221,,
